layout_number,room_length_ft,room_breadth_ft,room_area_sqft,room_setup_type,num_windows,door_wall,window_wall_1,window_wall_2,total_price_npr,bed,table,chair,wardrobe,bookshelf,bedsidetable,dresser,dustbin,mirror
790,14.5,10.25,148.62,luxury,2,west,east,south,40000,db,mt,ac,ww,NA,bt,NA,di,NA
791,14.25,10.25,146.06,luxury,1,west,NA,north,37500,db,lt,ac,NA,NA,NA,dr,di,NA
792,12,10.75,129,budget,2,west,south,east,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
793,14.5,9.75,141.38,standard,1,south,NA,west,18500,db,lt,mc,fw,NA,NA,NA,di,NA
794,15,14.75,221.25,luxury,2,north,south,west,28000,db,lt,ac,hw,NA,bt,NA,di,NA
795,12.25,9.5,116.38,standard,2,south,north,west,28800,db,mt,pc,ww,NA,NA,NA,di,NA
796,14.5,10.25,148.62,luxury,1,east,west,NA,19300,db,lt,pc,NA,NA,bt,NA,di,NA
797,11,9.5,104.5,budget,1,east,NA,north,14300,db,mt,pc,NA,NA,NA,NA,di,mr
798,12.25,10,122.5,budget,1,east,south,NA,17800,db,lt,pc,hw,NA,NA,NA,di,mr
799,13.5,11.75,158.62,standard,2,north,south,west,19000,db,lt,mc,fw,NA,NA,NA,di,mr
800,14.75,10.75,158.56,budget,2,north,south,west,14300,sb,mt,pc,fw,bb,NA,NA,di,NA
801,11,9,99,budget,1,south,NA,west,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
802,14,12.5,175,standard,2,south,north,west,31500,db,lt,mc,ww,NA,NA,NA,di,mr
803,12,10,120,budget,1,east,NA,west,30500,db,mt,mc,ww,NA,NA,NA,di,mr
804,14.75,11.75,173.31,luxury,2,west,south,north,41500,db,lt,mc,ww,NA,NA,NA,di,NA
805,14.5,12.75,184.88,standard,2,east,south,north,28000,sb,mt,mc,ww,bb,NA,NA,di,NA
806,12.5,10.5,131.25,budget,2,north,east,south,13300,sb,mt,pc,hw,bb,NA,NA,di,NA
807,15,14.25,213.75,standard,2,west,east,south,18000,sb,lt,mc,hw,wb,NA,NA,di,NA
808,12.5,11.5,143.75,standard,2,west,south,east,14500,sb,lt,mc,hw,NA,NA,NA,di,NA
809,14.5,13.75,199.38,budget,2,east,south,north,16300,sb,mt,pc,hw,wb,NA,NA,di,NA
810,14,12.25,171.5,standard,2,south,east,west,33300,db,mt,pc,ww,wb,NA,NA,di,mr
811,14.75,14.5,213.88,standard,2,west,south,east,32800,db,lt,pc,ww,bb,NA,NA,di,mr
812,10.25,9.25,94.81,standard,1,east,north,NA,18000,sb,mt,mc,fw,wb,NA,NA,di,NA
813,13.25,9,119.25,standard,2,west,south,east,15800,sb,lt,pc,fw,NA,NA,NA,di,mr
814,14.75,11,162.25,budget,2,south,west,east,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
815,14,11,154,budget,1,south,NA,east,17800,db,lt,pc,hw,bb,NA,NA,di,NA
816,11.5,10,115,standard,2,north,south,east,16500,db,mt,mc,fw,NA,NA,NA,di,NA
817,10.5,9.25,97.12,standard,1,east,NA,north,15800,sb,mt,pc,NA,wb,NA,NA,di,mr
818,15,10.25,153.75,standard,1,east,north,NA,17800,db,mt,pc,fw,bb,NA,NA,di,NA
819,9.75,9.25,90.19,luxury,1,north,NA,west,66000,db,mt,ac,ww,wb,NA,dr,di,NA
820,14.5,12.75,184.88,budget,2,north,west,east,18000,db,mt,mc,fw,NA,NA,NA,di,mr
821,12.75,9,114.75,budget,2,west,south,north,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
822,11,9,99,budget,1,south,east,NA,27000,sb,mt,mc,ww,NA,NA,NA,di,mr
823,11.5,9.75,112.12,luxury,2,east,south,west,54000,db,lt,mc,ww,wb,bt,dr,di,NA
824,14.75,13.25,195.44,budget,2,east,west,north,12800,sb,mt,pc,hw,NA,NA,NA,di,mr
825,12,9.5,114,standard,2,south,east,west,19500,db,mt,mc,fw,bb,NA,NA,di,mr
826,11.25,10.75,120.94,standard,2,west,north,south,21000,db,lt,mc,fw,bb,NA,NA,di,mr
827,14,12.5,175,budget,2,east,south,west,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
828,13,10.75,139.75,budget,1,west,south,NA,15000,sb,mt,mc,NA,wb,NA,NA,di,NA
829,14,11.5,161,luxury,2,south,west,east,55000,db,mt,ac,ww,wb,bt,NA,di,NA
830,14.5,13,188.5,budget,2,south,west,east,13000,sb,mt,mc,hw,NA,NA,NA,di,NA
831,13.5,10.75,145.12,standard,2,south,west,north,32000,db,lt,mc,ww,NA,NA,NA,di,mr
832,14.5,10.75,155.88,luxury,1,north,west,NA,60500,db,lt,ac,ww,wb,bt,dr,di,NA
833,11.5,9,103.5,standard,1,east,NA,north,20500,db,lt,mc,fw,bb,NA,NA,di,mr
834,14,10.25,143.5,luxury,2,east,west,south,37000,db,lt,ac,ww,NA,NA,NA,di,NA
835,14,12.5,175,standard,2,south,north,west,16000,db,mt,mc,hw,NA,NA,NA,di,NA
836,12.5,9,112.5,standard,1,west,north,NA,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
837,12.75,9.25,117.94,budget,1,east,NA,north,15800,db,mt,pc,NA,bb,NA,NA,di,mr
838,14,12,168,luxury,2,west,south,north,53500,kb,mt,ac,ww,bb,bt,NA,di,mr
839,14.75,9.75,143.81,budget,1,west,NA,north,17800,sb,mt,pc,fw,wb,NA,NA,di,mr
840,12.75,12,153,luxury,1,east,north,NA,46000,db,lt,ac,ww,wb,bt,NA,di,mr
841,14,9.75,136.5,budget,1,west,NA,south,33300,db,mt,pc,ww,wb,NA,NA,di,mr
842,12,10,120,standard,1,south,west,NA,17800,db,lt,pc,fw,NA,NA,NA,di,NA
843,12.75,11.25,143.44,budget,1,west,NA,east,19300,db,lt,pc,fw,bb,NA,NA,di,NA
844,12,10.75,129,budget,1,west,south,NA,11300,sb,mt,pc,NA,NA,NA,NA,di,mr
845,12.75,12.5,159.38,luxury,2,west,east,north,18500,db,lt,mc,hw,NA,NA,NA,di,mr
846,13.25,12.75,168.94,standard,2,east,west,south,17000,db,mt,mc,fw,NA,NA,NA,di,NA
847,11.25,10.5,118.12,standard,1,east,NA,south,35000,db,lt,mc,ww,wb,NA,NA,di,NA
848,13.25,13.25,175.56,budget,2,north,east,west,19500,sb,lt,mc,fw,wb,NA,NA,di,NA
849,14,9,126,budget,1,north,NA,west,15300,db,mt,pc,hw,NA,NA,NA,di,NA
850,12.75,12,153,budget,1,east,south,NA,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
851,13.25,11,145.75,budget,1,west,NA,north,16500,sb,lt,mc,fw,NA,NA,NA,di,mr
852,15,9.25,138.75,budget,1,west,north,NA,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
853,15,13.75,206.25,luxury,2,west,south,north,46500,kb,lt,mc,ww,NA,bt,NA,di,mr
854,10,9.75,97.5,standard,1,north,east,NA,16500,sb,lt,mc,fw,NA,NA,NA,di,mr
855,14.25,10.5,149.62,standard,1,south,NA,west,16800,db,lt,pc,hw,NA,NA,NA,di,NA
856,14,9.75,136.5,budget,2,south,east,west,16300,db,mt,pc,fw,NA,NA,NA,di,NA
857,15,11,165,standard,2,north,south,east,18000,db,mt,mc,fw,NA,NA,NA,di,mr
858,14.5,10.25,148.62,budget,1,south,east,NA,14800,sb,lt,pc,hw,NA,NA,NA,di,mr
859,13.25,10.25,135.81,budget,1,south,NA,west,14300,sb,mt,pc,hw,bb,NA,NA,di,mr
860,14.5,10.75,155.88,standard,2,west,north,south,14500,sb,mt,mc,fw,NA,NA,NA,di,mr
861,13,11.5,149.5,luxury,1,north,NA,west,56000,db,lt,ac,ww,NA,bt,dr,di,NA
862,13.75,10.75,147.81,budget,1,west,east,NA,16300,sb,lt,pc,fw,bb,NA,NA,di,NA
863,14,11.5,161,standard,2,east,north,south,20500,db,lt,mc,NA,wb,NA,NA,di,mr
864,10.75,9.75,104.81,budget,1,east,west,NA,15300,sb,lt,pc,hw,bb,NA,NA,di,NA
865,12.5,9.5,118.75,luxury,2,east,south,north,51800,db,mt,pc,ww,wb,bt,dr,di,NA
866,13.75,13.5,185.62,budget,2,south,west,east,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
867,12.75,9.5,121.12,budget,1,south,NA,east,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
868,15,11.25,168.75,luxury,2,west,south,east,35000,db,lt,mc,ww,NA,bt,NA,di,NA
869,14.25,11,156.75,standard,1,east,NA,west,19000,db,lt,mc,fw,NA,NA,NA,di,mr
870,9.75,9.25,90.19,budget,1,west,south,NA,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
871,13.25,12,159,budget,1,west,NA,south,15500,db,mt,mc,NA,NA,NA,NA,di,mr
872,13,12,156,luxury,2,west,south,north,32500,kb,lt,mc,NA,bb,bt,NA,di,NA
873,14.25,11.25,160.31,standard,2,south,west,north,19300,db,lt,pc,fw,bb,NA,NA,di,NA
874,12,11,132,budget,1,west,south,NA,16300,db,mt,pc,hw,bb,NA,NA,di,NA
875,11.75,10.75,126.31,budget,1,east,NA,west,27800,sb,mt,pc,ww,bb,NA,NA,di,mr
876,10.25,9.25,94.81,standard,1,south,west,NA,21000,db,lt,mc,hw,wb,NA,NA,di,NA
877,14,10.75,150.5,budget,1,north,NA,west,19800,db,mt,pc,fw,wb,NA,NA,di,NA
878,14,13.75,192.5,budget,2,east,north,south,20500,sb,lt,mc,fw,wb,NA,NA,di,mr
879,14.25,9.25,131.81,luxury,2,north,south,west,52000,db,lt,ac,ww,NA,NA,dr,di,NA
880,15,12.25,183.75,budget,2,north,south,west,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
881,14.75,13.5,199.12,standard,2,west,north,east,16300,db,mt,pc,hw,NA,NA,NA,di,mr
882,12.5,9.75,121.88,luxury,2,south,east,west,45500,db,lt,mc,ww,NA,NA,dr,di,NA
883,12.75,11,140.25,budget,1,east,NA,north,14000,sb,mt,mc,NA,bb,NA,NA,di,mr
884,11.5,9.5,109.25,standard,1,west,south,NA,15800,sb,lt,pc,fw,NA,NA,NA,di,mr
885,12.25,9.5,116.38,luxury,1,north,NA,south,61000,db,lt,mc,ww,NA,bt,dr,di,NA
886,11,10.75,118.25,budget,2,east,north,south,14000,sb,mt,mc,hw,bb,NA,NA,di,NA
887,14.5,13.25,192.12,budget,2,south,east,west,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
888,14.75,14.25,210.19,luxury,2,west,east,north,55000,db,mt,ac,ww,NA,bt,dr,di,NA
889,12.75,11.75,149.81,standard,1,west,NA,north,27500,db,lt,ac,fw,bb,NA,NA,di,mr
890,13.75,12.5,171.88,budget,2,west,east,north,15500,sb,lt,mc,NA,bb,NA,NA,di,mr
891,12,12,144,budget,1,south,NA,west,18000,sb,mt,mc,fw,wb,NA,NA,di,NA
892,15,10,150,standard,2,west,east,north,15500,sb,lt,mc,fw,NA,NA,NA,di,NA
893,14.75,13,191.75,budget,2,east,south,west,11800,sb,mt,pc,hw,NA,NA,NA,di,NA
894,11.5,9.5,109.25,standard,1,east,west,NA,30500,db,mt,mc,ww,NA,NA,NA,di,mr
895,13.75,13.75,189.06,budget,2,east,south,west,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
896,10,9.75,97.5,standard,1,north,south,NA,19800,db,lt,pc,NA,wb,NA,NA,di,mr
897,10.75,10.5,112.88,luxury,2,east,west,south,20500,db,mt,mc,hw,NA,bt,NA,di,mr
898,14.75,11.5,169.62,budget,2,east,south,west,25800,sb,mt,pc,ww,NA,NA,NA,di,NA
899,13,10,130,standard,1,south,NA,west,19000,db,lt,mc,fw,NA,NA,NA,di,mr
900,10.75,9,96.75,standard,1,west,east,NA,19000,sb,lt,mc,hw,wb,NA,NA,di,mr
901,12.25,11.25,137.81,luxury,1,south,NA,east,58000,db,lt,ac,hw,wb,bt,dr,di,NA
902,12.25,9.25,113.31,luxury,1,north,south,NA,32500,db,mt,ac,fw,wb,bt,NA,di,mr
903,12.75,11.25,143.44,budget,1,west,NA,south,10300,sb,mt,pc,NA,NA,NA,NA,di,NA
904,13.75,13.75,189.06,luxury,2,north,east,south,47500,kb,lt,mc,hw,wb,NA,dr,di,NA
905,12,10,120,standard,2,east,south,north,20800,db,lt,pc,hw,wb,NA,NA,di,NA
906,13.5,12.75,172.12,luxury,2,south,north,west,56300,kb,lt,pc,ww,NA,NA,dr,di,NA
907,13.5,12.25,165.38,luxury,2,east,west,south,24000,db,lt,ac,NA,bb,NA,NA,di,NA
908,14.5,11.5,166.75,budget,2,west,north,east,13300,sb,mt,pc,NA,bb,NA,NA,di,mr
909,14.75,11.75,173.31,budget,2,south,north,west,29800,db,mt,pc,ww,bb,NA,NA,di,NA
910,13.75,10.25,140.94,luxury,2,west,south,east,37500,db,lt,mc,hw,wb,bt,NA,di,mr
911,14.5,10.75,155.88,budget,1,east,NA,west,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
912,10.75,10.25,110.19,luxury,2,west,south,east,34500,db,lt,ac,NA,NA,NA,NA,di,mr
913,11.75,10.25,120.44,budget,1,south,NA,west,14800,sb,mt,pc,hw,bb,NA,NA,di,mr
914,14.5,10.25,148.62,standard,1,south,east,NA,20500,db,mt,mc,fw,wb,NA,NA,di,NA
915,14.75,13.25,195.44,standard,2,north,west,east,19000,db,lt,mc,fw,NA,NA,NA,di,mr
916,9.5,9.25,87.88,budget,1,west,south,NA,16500,sb,mt,mc,fw,bb,NA,NA,di,mr
917,11.5,10.5,120.75,luxury,2,south,north,west,17000,db,lt,mc,NA,NA,NA,NA,di,mr
918,13.75,11.25,154.69,budget,2,north,south,east,33800,db,mt,pc,ww,wb,NA,NA,di,mr
919,14.5,13.25,192.12,standard,2,north,east,west,20000,db,lt,mc,NA,wb,NA,NA,di,NA
920,10.75,10.25,110.19,budget,2,east,west,south,12800,sb,mt,pc,fw,NA,NA,NA,di,NA
921,14.25,12.75,181.69,standard,2,east,west,north,14000,sb,mt,mc,NA,bb,NA,NA,di,mr
922,15,12,180,budget,2,west,north,south,17500,db,mt,mc,fw,NA,NA,NA,di,mr
923,12.5,12.25,153.12,standard,1,south,NA,west,18500,db,lt,mc,NA,bb,NA,NA,di,mr
924,10.75,10.75,115.56,standard,2,east,south,west,17000,db,lt,mc,NA,NA,NA,NA,di,mr
925,13.25,9,119.25,budget,1,north,NA,east,14300,sb,mt,pc,fw,bb,NA,NA,di,NA
926,11.25,10.5,118.12,luxury,2,south,east,west,61000,db,lt,mc,ww,NA,bt,dr,di,NA
927,10.5,9.25,97.12,standard,1,north,NA,south,29500,db,mt,mc,ww,NA,NA,NA,di,NA
928,10.5,10.25,107.62,standard,1,south,north,NA,19000,db,lt,mc,fw,NA,NA,NA,di,mr
929,13.5,13.25,178.88,luxury,2,north,west,south,67500,kb,lt,ac,ww,NA,bt,dr,di,NA
930,10.75,9,96.75,budget,1,east,south,NA,25800,sb,mt,pc,ww,NA,NA,NA,di,NA
931,14.5,10.25,148.62,budget,1,west,NA,south,16300,db,mt,pc,hw,NA,NA,NA,di,mr
932,13.5,10.5,141.75,budget,1,north,south,NA,16500,db,mt,mc,hw,NA,NA,NA,di,mr
933,12,11,132,standard,2,west,east,north,36000,sb,lt,ac,ww,bb,NA,NA,di,NA
934,15,9,135,standard,1,north,west,NA,24500,sb,lt,ac,fw,bb,NA,NA,di,mr
935,11.75,11.25,132.19,standard,2,south,north,east,30500,db,mt,mc,ww,NA,NA,NA,di,mr
936,14.75,12,177,budget,2,north,west,east,17000,db,mt,mc,NA,bb,NA,NA,di,mr
937,12.5,11.75,146.88,standard,1,east,NA,south,17300,db,lt,pc,hw,NA,NA,NA,di,mr
938,13.25,13,172.25,standard,2,south,north,east,19500,db,lt,mc,fw,NA,NA,NA,di,mr
939,14.25,12.25,174.56,standard,2,east,west,north,19300,db,lt,pc,fw,bb,NA,NA,di,NA
940,14,9,126,luxury,1,north,south,NA,56000,db,lt,ac,ww,wb,NA,dr,di,NA
941,11.5,11.25,129.38,standard,1,west,NA,east,33500,db,lt,mc,ww,bb,NA,NA,di,mr
942,13.75,13.75,189.06,luxury,2,west,south,east,63000,kb,mt,mc,ww,wb,bt,dr,di,NA
943,14.25,13.5,192.38,standard,2,north,south,east,19000,sb,lt,mc,fw,wb,NA,NA,di,NA
944,10.5,9.5,99.75,standard,1,west,north,NA,32000,db,lt,mc,ww,NA,NA,NA,di,mr
945,11.25,10,112.5,standard,2,south,north,west,30500,sb,mt,mc,ww,wb,NA,NA,di,NA
946,12.75,12.75,162.56,budget,2,east,north,south,18800,sb,lt,pc,fw,wb,NA,NA,di,NA
947,11.5,9.75,112.12,standard,1,south,NA,north,27500,db,lt,ac,NA,wb,NA,NA,di,mr
948,12,11.25,135,budget,1,north,south,NA,17300,sb,mt,pc,hw,wb,NA,NA,di,mr
949,12.75,11,140.25,budget,1,east,NA,north,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
950,13.25,12,159,standard,1,south,north,NA,21000,db,mt,mc,fw,wb,NA,NA,di,NA
951,11.25,11,123.75,budget,1,west,NA,east,19500,db,lt,mc,fw,NA,NA,NA,di,mr
952,10.5,10,105,budget,1,north,east,NA,15000,sb,mt,mc,fw,bb,NA,NA,di,NA
953,13.75,12.5,171.88,standard,2,west,north,south,33000,sb,lt,mc,ww,wb,NA,NA,di,mr
954,12.75,10.25,130.69,budget,1,west,east,NA,27500,sb,lt,mc,ww,NA,NA,NA,di,NA
955,15,13.5,202.5,standard,2,south,west,east,17500,db,mt,mc,fw,NA,NA,NA,di,mr
956,13.75,11,151.25,budget,2,north,south,west,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
957,12.5,11.25,140.62,standard,2,north,west,south,15500,db,mt,mc,NA,NA,NA,NA,di,mr
958,14.75,13.5,199.12,standard,2,south,north,west,18000,sb,lt,mc,fw,bb,NA,NA,di,mr
959,12.5,10.75,134.38,luxury,2,west,east,south,69000,db,lt,ac,ww,bb,bt,dr,di,NA
960,14.25,9.25,131.81,luxury,1,east,north,NA,43000,db,lt,ac,NA,bb,bt,dr,di,NA
961,10.75,9.25,99.44,budget,1,west,NA,south,12800,sb,mt,pc,NA,bb,NA,NA,di,mr
962,12.25,9.5,116.38,luxury,2,south,west,north,56500,db,lt,ac,ww,NA,bt,dr,di,NA
963,13.75,9.75,134.06,budget,1,south,NA,east,14500,sb,lt,mc,hw,NA,NA,NA,di,NA
964,12,11.5,138,standard,2,west,south,north,22500,db,lt,mc,hw,wb,NA,NA,di,mr
965,15,13.25,198.75,standard,2,south,west,north,15500,sb,mt,mc,NA,wb,NA,NA,di,NA
966,14,9.5,133,luxury,1,north,west,NA,51000,db,mt,ac,ww,NA,NA,dr,di,NA
967,13.5,12.25,165.38,budget,2,south,north,west,32000,db,mt,mc,ww,bb,NA,NA,di,mr
968,12.75,11.5,146.62,standard,2,east,south,west,17300,db,lt,pc,fw,NA,NA,NA,di,NA
969,14.75,10.75,158.56,budget,1,east,NA,west,19300,db,mt,pc,hw,wb,NA,NA,di,NA
970,14,11.75,164.5,budget,2,north,west,east,13000,sb,mt,mc,NA,bb,NA,NA,di,NA
971,12.5,9.5,118.75,budget,2,south,west,north,30800,sb,mt,pc,ww,wb,NA,NA,di,mr
972,14,9,126,standard,1,west,north,NA,23500,db,lt,mc,fw,wb,NA,NA,di,mr
973,13.5,11,148.5,budget,1,west,NA,east,29800,db,mt,pc,ww,NA,NA,NA,di,mr
974,14.5,13.25,192.12,standard,2,east,north,south,16000,sb,lt,mc,hw,bb,NA,NA,di,NA
975,13.75,13.5,185.62,budget,2,south,west,east,26800,sb,mt,pc,ww,NA,NA,NA,di,mr
976,11.75,10.75,126.31,luxury,2,west,south,east,67500,db,lt,ac,ww,NA,bt,dr,di,NA
977,11.75,11.25,132.19,luxury,2,north,south,west,67500,db,lt,ac,ww,wb,NA,dr,di,NA
978,15,13.5,202.5,standard,2,east,west,north,22500,db,mt,ac,hw,NA,NA,NA,di,NA
979,13.25,11.75,155.69,budget,1,south,NA,east,13300,sb,mt,pc,fw,NA,NA,NA,di,NA
980,10.75,9,96.75,budget,1,west,north,NA,10300,sb,mt,pc,NA,NA,NA,NA,di,NA
981,13.25,12.75,168.94,budget,2,east,south,west,17300,db,lt,pc,fw,NA,NA,NA,di,NA
982,13.75,11.5,158.12,luxury,2,east,west,north,47500,db,lt,mc,ww,bb,bt,NA,di,NA
983,14.75,13,191.75,luxury,2,west,north,east,28000,db,lt,ac,hw,NA,bt,NA,di,NA
984,12.75,10.25,130.69,standard,2,west,north,south,17000,db,mt,mc,fw,NA,NA,NA,di,NA
985,12.75,12.75,162.56,budget,2,west,east,south,14000,sb,mt,mc,fw,NA,NA,NA,di,NA
986,15,14.5,217.5,standard,2,west,south,north,14800,db,mt,pc,NA,NA,NA,NA,di,mr
987,10.75,10,107.5,luxury,1,north,NA,south,42500,db,lt,ac,ww,NA,bt,NA,di,mr
988,12,9.25,111,standard,1,west,north,NA,28500,db,mt,ac,fw,wb,NA,NA,di,mr
989,12.25,9.75,119.44,budget,2,east,north,west,15800,sb,mt,pc,NA,wb,NA,NA,di,mr
990,12.5,11.25,140.62,standard,2,west,south,east,14000,sb,mt,mc,NA,bb,NA,NA,di,mr
991,13,9.5,123.5,luxury,2,east,west,north,47500,db,lt,mc,hw,NA,bt,dr,di,NA
992,13.75,13.75,189.06,budget,2,west,east,north,15300,db,mt,pc,hw,NA,NA,NA,di,NA
993,14,9.75,136.5,budget,1,north,NA,south,29000,db,mt,mc,ww,NA,NA,NA,di,NA
994,10,10,100,luxury,1,north,east,NA,67500,db,lt,ac,ww,wb,NA,dr,di,NA
995,12,10,120,luxury,2,west,east,south,65500,db,mt,ac,ww,NA,bt,dr,di,NA
996,13.25,11.75,155.69,standard,2,south,north,west,32000,db,lt,mc,ww,NA,NA,NA,di,mr
997,15,11.5,172.5,standard,2,west,north,east,17000,db,mt,mc,hw,NA,NA,NA,di,mr
998,13.25,12,159,standard,1,west,north,NA,26800,sb,mt,pc,ww,NA,NA,NA,di,mr
999,15,10,150,luxury,2,east,south,west,56500,db,lt,ac,ww,wb,NA,dr,di,NA
1000,15,14.75,221.25,standard,2,east,west,north,20000,sb,mt,ac,hw,NA,NA,NA,di,mr
1001,13,10,130,luxury,2,east,south,north,46300,db,lt,pc,ww,wb,NA,NA,di,mr
1002,13.25,12.25,162.31,budget,2,west,east,south,17800,db,mt,pc,hw,bb,NA,NA,di,mr
1003,9,9,81,budget,1,west,NA,north,15300,db,mt,pc,hw,NA,NA,NA,di,NA
1004,12.75,11,140.25,budget,1,west,north,NA,15300,sb,lt,pc,fw,NA,NA,NA,di,mr
1005,14,9.75,136.5,budget,1,north,NA,east,17500,db,mt,mc,hw,bb,NA,NA,di,NA
1006,14.75,11.75,173.31,luxury,2,west,south,north,64500,db,lt,mc,ww,wb,bt,dr,di,NA
1007,10.75,9,96.75,budget,1,north,NA,east,16300,sb,mt,pc,hw,wb,NA,NA,di,NA
1008,14.75,10.75,158.56,standard,2,east,north,south,15500,sb,lt,mc,hw,NA,NA,NA,di,mr
1009,12.75,10.5,133.88,budget,1,south,NA,west,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
1010,12,10.25,123,standard,1,east,south,NA,13500,sb,mt,mc,hw,NA,NA,NA,di,mr
1011,12.25,12,147,budget,1,west,NA,south,15800,sb,lt,pc,fw,bb,NA,NA,di,NA
1012,12.25,12.25,150.06,budget,1,south,west,NA,12800,sb,mt,pc,hw,NA,NA,NA,di,mr
1013,11.25,9,101.25,standard,1,south,NA,west,16500,sb,lt,mc,fw,NA,NA,NA,di,mr
1014,14,13.5,189,budget,2,west,north,south,17800,db,mt,pc,hw,bb,NA,NA,di,mr
1015,12.25,11.25,137.81,standard,2,east,north,south,34500,db,mt,mc,ww,wb,NA,NA,di,mr
1016,9.5,9,85.5,standard,1,south,east,NA,19800,db,mt,pc,hw,wb,NA,NA,di,mr
1017,13.25,11,145.75,standard,1,east,NA,north,19500,sb,lt,mc,hw,wb,NA,NA,di,mr
1018,13.75,9.25,127.19,luxury,2,east,west,north,67500,db,lt,ac,ww,wb,NA,dr,di,NA
1019,12,9.5,114,standard,1,west,NA,south,13800,db,mt,pc,NA,NA,NA,NA,di,NA
1020,14,12.75,178.5,standard,2,north,west,east,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
1021,13.25,11.75,155.69,budget,1,west,NA,north,11800,sb,mt,pc,hw,NA,NA,NA,di,NA
1022,14,13,182,standard,2,south,west,north,25500,sb,lt,ac,fw,wb,NA,NA,di,NA
1023,14,9.25,129.5,standard,2,west,south,north,19500,db,lt,mc,fw,NA,NA,NA,di,mr
1024,11,9.25,101.75,luxury,1,north,east,NA,67500,db,mt,ac,ww,bb,bt,dr,di,NA
1025,13,10.25,133.25,budget,2,north,west,south,13800,sb,mt,pc,fw,NA,NA,NA,di,mr
1026,14.75,13.5,199.12,standard,2,south,west,east,22000,db,mt,mc,fw,wb,NA,NA,di,mr
1027,11.5,9.75,112.12,standard,1,east,NA,west,15500,db,mt,mc,NA,NA,NA,NA,di,mr
1028,12.75,9.25,117.94,standard,2,north,east,west,28000,sb,mt,mc,ww,bb,NA,NA,di,NA
1029,13.75,10.75,147.81,budget,1,east,NA,west,17800,db,lt,pc,fw,NA,NA,NA,di,NA
1030,14,11.75,164.5,luxury,2,north,east,south,40500,db,mt,ac,ww,wb,NA,NA,di,mr
1031,14.5,11.25,163.12,budget,2,north,west,south,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
1032,14,12.5,175,standard,2,west,south,east,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1033,13.25,9,119.25,budget,1,east,NA,west,11300,sb,mt,pc,NA,NA,NA,NA,di,mr
1034,11.5,10.5,120.75,standard,2,west,east,north,25500,sb,lt,ac,hw,wb,NA,NA,di,mr
1035,14,13,182,budget,2,east,south,west,18800,db,lt,pc,hw,bb,NA,NA,di,mr
1036,13.75,11.75,161.56,budget,2,south,north,east,17300,db,mt,pc,fw,bb,NA,NA,di,NA
1037,9.25,9.25,85.56,luxury,1,west,NA,south,56000,db,mt,ac,ww,wb,bt,NA,di,mr
1038,11.25,11.25,126.56,luxury,2,north,west,south,44500,db,mt,mc,ww,NA,bt,NA,di,NA
1039,13.25,13,172.25,budget,2,east,west,south,14800,sb,mt,pc,hw,bb,NA,NA,di,mr
1040,14.5,12,174,budget,2,east,west,north,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
1041,10,9.25,92.5,standard,1,south,NA,north,15500,sb,mt,mc,fw,bb,NA,NA,di,NA
1042,14.25,9,128.25,standard,1,north,east,NA,28000,db,mt,ac,fw,wb,NA,NA,di,mr
1043,14.75,11,162.25,budget,2,east,south,north,13000,sb,mt,mc,hw,NA,NA,NA,di,NA
1044,14,10,140,luxury,2,east,south,north,47300,db,lt,pc,ww,bb,bt,NA,di,mr
1045,10,9,90,standard,1,west,NA,north,19500,sb,mt,ac,hw,NA,NA,NA,di,NA
1046,11.75,9.75,114.56,luxury,2,north,east,west,65000,db,lt,mc,ww,wb,bt,dr,di,NA
1047,14.25,11.5,163.88,budget,2,north,east,south,19300,db,mt,pc,hw,wb,NA,NA,di,NA
1048,14.5,10.5,152.25,budget,1,east,south,NA,17000,db,mt,mc,fw,NA,NA,NA,di,NA
1049,14.75,9.75,143.81,luxury,2,west,east,north,55000,db,mt,ac,ww,NA,bt,dr,di,NA
1050,12.25,10,122.5,budget,1,west,north,NA,16300,sb,mt,pc,hw,wb,NA,NA,di,NA
1051,10.5,10,105,budget,1,north,NA,west,17300,sb,mt,pc,hw,wb,NA,NA,di,mr
1052,14.75,12.25,180.69,budget,2,west,east,north,14000,sb,mt,mc,hw,bb,NA,NA,di,NA
